Year,Month,Department,Division,Merchant,TranxDescription,TranxDate,TrnxAmount,Difference
2020,8,SEAFORD SCHOOL DISTRICT,Seaford School District,NASP,Organizations Membership-Not Elsewhere Classified,01/29/2020,489.0,-389.0
2022,11,APPOQUINIMINK SCHOOL DISTRICT,Appoquinimink School District,YOUNGS PIG PICKIN,Eating Places Restaurants,05/16/2022,500.0,-400.0
2022,6,JUDICIAL,Office Of The Child Advocate,AMAZON.COM*LK0TH31U3,Book Stores,12/15/2021,33.98,66.02000000000001
2022,2,DEPT OF TRANSPORTATION,Maintenance Districts,BARR INTERNATIONAL,Automotive Service Shops,08/24/2021,578.38,-478.38
2022,3,APPOQUINIMINK SCHOOL DISTRICT,Appoquinimink School District,AMZN MKTP US*259KG6H70,Book Stores,08/31/2021,26.39,73.61
2021,10,DEPT OF NATRL RES AND ENV CONT,Parks and Recreation,AQUAFLOW PUMP And SUPPLY C,Plumbing And Heating Equipment,04-01-2021,31.6,68.4
2019,1,DEPT OF LABOR,Employment And Training Serv,HILYARDS INC,Construction Materials Not Elsewhere Classified,07-03-2018,0.6,99.4
2021,2,DEPT OF SAFETY AND HOMELAND,Dema,NATIONAL SATELLITE INC,Business Services-Not Elsewhere Classified,08-07-2020,150.0,-50.0
2023,6,DEPT OF TRANSPORTATION,Maintenance Districts,TRI-STATE BATTERY,Business Services-Not Elsewhere Classified,11/29/2022,1973.52,-1873.52
2019,6,DEPT OF TECHNOLOGY AND INFOR,Data Center And Operations,VERSALIGN INC,Computer Main-Repair-Services Not Elsewhere Class,12-05-2018,7393.0,-7293.0
2022,1,DEPT OF HEALTH AND SOCIAL SV,Community Health,STAPLS0193027798000001,Stationery-Office Supplies-Printing Writing Pap,07/17/2021,2.58,97.42
2019,7,DEPT OF NATRL RES AND ENV CONT,Fish and Wildlife,TRACTOR-SUPPLY-CO #0615,Misc-Auto-Aircraft-Farm Equip Not Elsewhere Class,01/17/2019,16.49,83.51
2019,4,RED CLAY CONSOLIDATED SCH DIST,Red Clay Consolidated Sch Dist,4IMPRINT,Direct Marketing-Other Direct Marketers-Not Elsew,10-09-2018,463.77,-363.77
2020,11,DEPT OF TRANSPORTATION,Maintenance Districts,GRAINGER,Industrial Supplies Not Elsewhere Classified,04/27/2020,66.02,33.980000000000004
2020,7,DEPT OF AGRICULTURE,Plant Industries,EB 2020 SPOTTED LANTE,Business Services-Not Elsewhere Classified,01/22/2020,290.0,-190.0
2019,5,SVS FR CHILDREN YOUTH FAMILIES,Managed Care Organization,IT'S FASHION #7040,Mens And Womens Clothing Stores,11/21/2018,101.92,-1.9200000000000017
2021,11,LAKE FOREST SCHOOL DISTRICT,Lake Forest School District,FAMILY DOLLAR #10906,Variety Stores,05/18/2021,24.0,76.0
2021,9,DEPT OF TRANSPORTATION,Maintenance Districts,ATLANTIC TRACTOR NEWARK 0,Commercial Equipment Not Elsewhere Classified,03/25/2021,473.5,-373.5
2023,2,COLONIAL SCHOOL DISTRICT,Colonial School District,ASPOSE* ID220727135939,Computer Software Stores,07/27/2022,599.5,-499.5
2021,4,DEPT OF HEALTH AND SOCIAL SV,Community Health,UD ONLINE CN,Colleges Univ Pro Schools Junior Colleges,10-01-2020,15.0,85.0
2023,4,SVS FR CHILDREN YOUTH FAMILIES,Office OT Director,GOD S WAY MINISTRIES INC,Family Clothing Stores,09/28/2022,85.0,15.0
2021,2,DEL TECH AND COMM COLLEGE,DTCC - Office of the President,PFG*PROFORMA,Miscellaneous Publishing And Printing,08/18/2020,1180.0,-1080.0
2022,2,DEL TECH AND COMM COLLEGE,WILMINGTON CAMPUS,WAL-MART #2555,Discount Stores,08/23/2021,413.18,-313.18
2021,11,CAESAR RODNEY SCHOOL DISTRICT,CAESAR RODNEY SCHOOL DISTRICT,4ALLPROMOS,Advertising Services,04/30/2021,1449.02,-1349.02
2019,9,DEPT OF NATRL RES AND ENV CONT,Fish and Wildlife,Q BARBEQUE,Eating Places Restaurants,03-12-2019,11.48,88.52
2020,4,DEPT OF TRANSPORTATION,Maintenance Districts,SAF-GARD SAFETY SHOE,Shoe Stores,10/21/2019,441.98,-341.98
2019,5,SVS FR CHILDREN YOUTH FAMILIES,InterventionTreatment,FORMAN MILLS #104,Family Clothing Stores,11/16/2018,126.75,-26.75
2022,7,DEPT OF CORRECTIONS,Facilities Maintenance,GRAINGER,Industrial Supplies Not Elsewhere Classified,01-10-2022,41.87,58.13
2021,11,SUSSEX TECHNICAL SCHL DISTRICT,Sussex Technical Schl District,DOLLAR-GENERAL #4860,Variety Stores,05-04-2021,2.0,98.0
2022,12,DEPT OF NATRL RES AND ENV CONT,Fish and Wildlife,LOGO MOTIVE INC,Family Clothing Stores,06-03-2022,2175.0,-2075.0
2020,7,SUSSEX ACADEMY OF ARTSSCIENCE,Sussex Academy Of ArtsScience,STAPLS7303425580000001,Stationery-Office Supplies-Printing Writing Pap,01-04-2020,60.9,39.1
2020,8,JUDICIAL,Superior Court,DELAWARE STATE BAR ASSOC,Organizations Charitable And Social Services,02-05-2020,218.0,-118.0
2021,10,DEPT OF NATRL RES AND ENV CONT,Parks and Recreation,MICHAELS STORES 1549,Artist Supply Stores Craft Shops,04/14/2021,6.97,93.03
2021,3,DEPT OF TRANSPORTATION,Maintenance Districts,GRAINGER,Industrial Supplies Not Elsewhere Classified,09/16/2020,63.95,36.05
2022,2,ODYSSEY CHARTER,Odyssey Charter,DBC*BLICK ART MATERIAL,Direct Marketing-Combination Catalog-Retail Merch,08/27/2021,65.54,34.459999999999994
2019,2,DEPT OF CORRECTIONS,Special Operations,WB MASON,Stationery-Office Supplies-Printing Writing Pap,07/26/2018,5.22,94.78
2022,2,DEPT OF TRANSPORTATION,Maintenance Districts,SALISBURY AUTOMOTIVE,Automotive Parts Accessories Stores,08/16/2021,81.37,18.629999999999995
2020,6,LAS AMERICAS ASPIRA,Las Americas ASPIRA,LOWES #02258*,Home Supply Warehouse Stores,12-05-2019,11.98,88.02
2019,9,DEPT OF CORRECTIONS,Food Services,EASTERN LIFT TRUCK,Commercial Equipment Not Elsewhere Classified,03/14/2019,168.38,-68.38
2022,6,DEPT OF TRANSPORTATION,Maintenance Districts,BARR INTERNATIONAL,Automotive Service Shops,12/13/2021,9051.26,-8951.26
2020,9,DEPT OF HEALTH AND SOCIAL SV,Substance Abuse,SUPER 8,Lodging,03/24/2020,1449.0,-1349.0
2019,1,DEPT OF NATRL RES AND ENV CONT,Parks and Recreation,DOLLAR TREE,Variety Stores,06/29/2018,49.5,50.5
2020,2,DEPT OF CORRECTIONS,Baylor WomenS Correct Institu,MES/WARREN FIRE/LAWMEN,Durable Goods Not Elsewhere Classified,08/16/2019,11950.4,-11850.4
2019,7,LEGAL,Department of Justice,UPS*000000F2V680488,Freight Carrier Trucking-Lcl-Lng Dist Mvg-Storage,01/16/2019,11.74,88.26
2019,11,DEPT OF NATRL RES AND ENV CONT,Office Of The Secretary,CAN*CANONFINANCIAL CFS,Electronic Sales,05-03-2019,461.7,-361.7
2019,2,DEPT OF TRANSPORTATION,Maintenance Districts,GRIFFITH ENERGY SERVIC,Fuel Dealers-Coal Fuel Oil Liq Petroleum Wood,07/30/2018,6954.92,-6854.92
2019,2,DEPT OF NATRL RES AND ENV CONT,Parks and Recreation,BURKE EQUIPMENT,Commercial Equipment Not Elsewhere Classified,08/15/2018,26.29,73.71000000000001
2019,2,DEPT OF HEALTH AND SOCIAL SV,Community Health,NOODLES ON 11,Eating Places Restaurants,08/22/2018,16.5,83.5
2019,4,CHARTER SCHOOL OF NEW CASTLE,Charter School of New Castle,BJS WHOLESALE #0015,Wholesale Clubs,10-03-2018,107.88,-7.8799999999999955
2019,5,DEPT OF TRANSPORTATION,Maintenance Districts,GRAINGER,Industrial Supplies Not Elsewhere Classified,11/26/2018,247.0,-147.0
2020,4,DEPT OF HEALTH AND SOCIAL SV,Community Services,KRAZE BURGER-BWI,Fast Food Restaurants,10/21/2019,4.19,95.81
2021,6,DEPT OF HEALTH AND SOCIAL SV,DirectorS OfcSupport Service,STAPLES DIRECT,Stationery-Office Supplies-Printing Writing Pap,12/24/2020,213.99,-113.99000000000001
2020,6,SVS FR CHILDREN YOUTH FAMILIES,Managed Care Organization,OLD NAVY US 6621,Family Clothing Stores,12/21/2019,42.99,57.01
2021,12,DEPT OF HEALTH AND SOCIAL SV,AdministrationCommunity Svcs,GRUBHUBCHICKFILA,Eating Places Restaurants,06/24/2021,28.09,71.91
2019,3,DEPT OF NATRL RES AND ENV CONT,Fish and Wildlife,E ZPASS DE CSC00100701,Bridge And Road Fees Tolls,09-07-2018,40.5,59.5
2023,4,DEL TECH AND COMM COLLEGE,Owens Campus,DBC*BLICK ART MATERIAL,Direct Marketing-Combination Catalog-Retail Merch,09/30/2022,138.84,-38.84
2019,3,APPOQUINIMINK SCHOOL DISTRICT,Appoquinimink School District,SOUTHWES 5261484676918,Airline,09-04-2018,408.95,-308.95
2019,3,DEL TECH AND COMM COLLEGE,DTCC - Stanton Campus,LYFT *RIDE THU 6PM,Travel,09/13/2018,8.31,91.69
2023,5,APPOQUINIMINK SCHOOL DISTRICT,Appoquinimink School District,AMTRAK .COM 3190910025895,Travel,11/15/2022,110.0,-10.0
2019,11,BRANDYWINE SCHOOL DISTRICT,Brandywine School District,INTUIT *QUICKBOOKS,Computer Software Stores,05/20/2019,60.0,40.0
2021,9,DEPT OF CORRECTIONS,Probation And Parole,STAPLS0189455131000005,Stationery-Office Supplies-Printing Writing Pap,02/17/2021,9.45,90.55
2019,6,WOODBRIDGE SCHOOL DISTRICT,Woodbridge School District,AMZN MKTP US*M08FB8QO2,Book Stores,12-07-2018,14.97,85.03
2022,2,DEPT OF HEALTH AND SOCIAL SV,Hospital ft Chronically Ill,WB MASON CO,Stationery-Office Supplies-Printing Writing Pap,08-11-2021,1664.84,-1564.84
2022,10,CAPE HENLOPEN SCHOOL DISTRICT,Cape Henlopen School District,LORENZO HOTEL - LODGIN,Lodging,04/20/2022,1146.85,-1046.85
2020,12,CAESAR RODNEY SCHOOL DISTRICT,CAESAR RODNEY SCHOOL DISTRICT,STANFORD SCPD,Colleges Univ Pro Schools Junior Colleges,06-09-2020,99.0,1.0
2021,3,INDIAN RIVER SCHOOL DISTRICT,Indian River School District,MUMFORD SHEET METAL,Roofing And Siding Sheet Metal Work Contractors,09-01-2020,24.0,76.0
2021,5,DEPT OF STATE,Corporations,UPS*0000005E688E430,Courier Svc-Air Ground Freight Forwarders,11/23/2020,420.48,-320.48
2021,2,DEPT OF HEALTH AND SOCIAL SV,Hospital ft Chronically Ill,AMZN MKTP US*MF7773U12,Book Stores,08/13/2020,90.42,9.579999999999998
2023,1,DEPT OF ELECTIONS,Kent County Elections,ROYAL FARMS #151,Fuel Dispenser Automated,07/19/2022,92.94,7.060000000000002
2020,3,DEPT OF TRANSPORTATION,Capital Project Cost Center,AECLARITY,Consulting Management And Public Relations Svcs,09-12-2019,495.0,-395.0
2023,2,DEPT OF NATRL RES AND ENV CONT,Fish and Wildlife,ROBERTS OXYGEN CO BR 00,Industrial Supplies Not Elsewhere Classified,07/27/2022,100.0,0.0
2019,6,DEPT OF HEALTH AND SOCIAL SV,Social Services,WB MASON,Stationery-Office Supplies-Printing Writing Pap,12/19/2018,24.09,75.91
2019,4,SUSSEX TECHNICAL SCHL DISTRICT,Sussex Technical Schl District,TOOLSTODAY.COM LLC,Hardware Stores,10/26/2018,191.25,-91.25
2020,1,APPOQUINIMINK SCHOOL DISTRICT,Appoquinimink School District,VERIZON*ONETIMEPAYMENT,Telecom Incl Prepaid-Recurring Phone Svcs,06/28/2019,469.16,-369.16
2019,3,DEPT OF HEALTH AND SOCIAL SV,Hospital ft Chronically Ill,WALMART.COM 8009666546,Discount Stores,09-05-2018,33.94,66.06
2023,1,DEPT OF SAFETY AND HOMELAND,Communications,VZWRLSS*APOCC VISB,Telecom Incl Prepaid-Recurring Phone Svcs,07-08-2022,3344.96,-3244.96
2019,2,DEPT OF SAFETY AND HOMELAND,State Police-Executive,CHUY'S OPRY MILLS,Eating Places Restaurants,08-12-2018,15.11,84.89
2023,3,DEPT OF SAFETY AND HOMELAND,State Police Transportation,VZWRLSS*APOCC VISB,Telecom Incl Prepaid-Recurring Phone Svcs,09-09-2022,90.85,9.150000000000006
2023,2,SVS FR CHILDREN YOUTH FAMILIES,InterventionTreatment,0451 FOREVER 21,Womens Ready To Wear Stores,07/29/2022,221.9,-121.9
2019,6,DEPT OF CORRECTIONS,Delaware Correctional Industri,TRI-MOUNTAIN,Mens-Womens-Childrens Uniforms-Commercial Cloth,12-12-2018,75.7,24.299999999999997
2023,2,CAESAR RODNEY SCHOOL DISTRICT,CAESAR RODNEY SCHOOL DISTRICT,DRA EDUCATIONAL FOUNDATIO,Schools Educational Svc-Not Elsewhere Classified,08/15/2022,350.0,-250.0
2022,11,DEPT OF HEALTH AND SOCIAL SV,Social Services,SHELL OIL 91002614362,Service Stations With Or Without Ancillary Service,05-11-2022,15.0,85.0
2020,9,DEL TECH AND COMM COLLEGE,DTCC - Office of the President,AMZN MKTP US*4H6S61XE3,Book Stores,03-08-2020,49.73,50.27
2021,6,SVS FR CHILDREN YOUTH FAMILIES,DSCYF-Office of the Secretary,POP-A-SHOT ENTERPRISE,Game Toy And Hobby Shops,12/15/2020,24.0,76.0
2020,3,DEL TECH AND COMM COLLEGE,DTCC - Office of the President,APL*APPLE ONLINE STORE,Electronic Sales,09-08-2019,2299.95,-2199.95
2021,6,DEPT OF LABOR,Unemployment Insurance,OLIVE GARDEN 0021239,Eating Places Restaurants,12/16/2020,176.33,-76.33000000000001
2023,5,POSITIVE OUTCOMES CHARTER SCHL,Positive Outcomes Charter Schl,VERIZONWRLSS*RTCCR VB,Telecom Incl Prepaid-Recurring Phone Svcs,11/15/2022,40.01,59.99
2022,10,DEPT OF STATE,Public Service Commission,WB MASON CO,Stationery-Office Supplies-Printing Writing Pap,03/30/2022,278.85,-178.85000000000002
2023,1,DEPT OF NATRL RES AND ENV CONT,Fish and Wildlife,PARKS MARINA FUEL,Government Services-Not Elsewhere Classified,07/23/2022,3.43,96.57
2020,9,DEPT OF STATE,Professional Regulation,GAN*NEWSPAPER SUB1052,Direct Marketing-Continuity-Subscription Merchants,03-09-2020,200.0,-100.0
2023,3,APPOQUINIMINK SCHOOL DISTRICT,Appoquinimink School District,AMZN MKTP US*OT2U67UF3,Book Stores,08/30/2022,27.98,72.02
2022,2,POLYTECH SCHOOL DISTRICT,Polytech School District,MUSIC And ARTS 7171,Music Stores-Instruments Pianos Sheet Music,08/17/2021,67.07,32.93000000000001
2023,5,DEPT OF EDUCATION,Special Needs Programs,TST* TATTE BAKERY - CITY,Eating Places Restaurants,11/16/2022,6.0,94.0
2022,11,BRANDYWINE SCHOOL DISTRICT,Brandywine School District,BUDGET.COM PREPAY,Car Rental,05/19/2022,301.92,-201.92000000000002
2023,5,DEPT OF SAFETY AND HOMELAND,Communications,VZWRLSS*APOCC VISB,Telecom Incl Prepaid-Recurring Phone Svcs,11-08-2022,3345.07,-3245.07
2023,2,DEPT OF STATE,Delaware Public Archives,VERIZONWRLSS*RTCCR VB,Telecom Incl Prepaid-Recurring Phone Svcs,08/25/2022,622.73,-522.73
2022,12,DEPT OF SAFETY AND HOMELAND,Criminal Investigation,CPI*COLEPARMERINSTRUMT,Dental-Lab-Med-Ophthalmic Hosp Equip Supplies,06/22/2022,257.09,-157.08999999999997
2020,10,DEPT OF NATRL RES AND ENV CONT,Watershed Stewardship,ASFPM MADISON WI,Organizations Charitable And Social Services,04/20/2020,165.0,-65.0
2020,1,DEPT OF NATRL RES AND ENV CONT,Climate Coastal and Energy,AUTOZONE #1152,Automotive Parts Accessories Stores,07/15/2019,15.98,84.02
2019,1,JUDICIAL,Justice of the Peace Court,MAACM,Other Services Not Elsewhere Classified,07/26/2018,286.0,-186.0
2020,9,DEL TECH AND COMM COLLEGE,DTCC - Stanton Campus,AMAZON.COM*K10MX4JU3,Book Stores,03-04-2020,359.6,-259.6
2023,6,INDIAN RIVER SCHOOL DISTRICT,Indian River School District,AMZN MKTP US*GY5JE1ZK3,Book Stores,12-07-2022,18.93,81.07
2021,7,DEPT OF HEALTH AND SOCIAL SV,Social Services,STAPLS0188865698000001,Stationery-Office Supplies-Printing Writing Pap,01-12-2021,17.15,82.85
2020,11,DEPT OF SAFETY AND HOMELAND,Communication,PROVANTAGE,Electronic Sales,05-01-2020,15.95,84.05
2019,3,DEPT OF NATRL RES AND ENV CONT,Waste and Hazardous Substances,STAPLS0168982576001001,Stationery-Office Supplies-Printing Writing Pap,09/25/2018,-3.85,96.15
2019,3,INDIAN RIVER SCHOOL DISTRICT,Howard T Ennis School,WAL-MART #2791,Grocery Stores Supermarkets,09-11-2018,25.28,74.72
2019,6,DEPT OF AGRICULTURE,Thoroughbred Racing Commission,COWBOW CIAO T4 N4 PHX,Eating Places Restaurants,12-07-2018,28.44,71.56
2021,9,DEPT OF NATRL RES AND ENV CONT,Parks and Recreation,B And H PHOTO 800-606-6969,Office Photographic Photocopy Microfilm Equipmt,02-11-2021,1187.68,-1087.68
2020,4,FIRE PREVENTION COMMISSION,State Fire School,FAA STATE BOARD EXAM,Government Services-Not Elsewhere Classified,10-07-2019,160.0,-60.0
2020,10,SEAFORD SCHOOL DISTRICT,Seaford School District,USPS PO 0960500973,Postal Services-Government Only,04-09-2020,2.8,97.2
2021,12,EXECUTIVE,Criminal Justice Council,LIVE BY LOEWS ARLINGTON,Lodging,06/16/2021,878.0,-778.0
2021,3,LEGAL,Department of Justice,CELLEBRITE INC.,Computers Computer Peripheral Equipment Software,08/26/2020,4295.0,-4195.0
2022,4,LAS AMERICAS ASPIRA,Las Americas ASPIRA,SUNOCO 0004865214,Fuel Dispenser Automated,09/28/2021,33.93,66.07
2022,1,LAS AMERICAS ASPIRA,Las Americas ASPIRA,THE HOME DEPOT 1610,Home Supply Warehouse Stores,07/22/2021,287.18,-187.18
2021,9,DEPT OF CORRECTIONS,Office Of The Commissioner,INDEPENDENT NEWSMEDIA,Advertising Services,03-01-2021,82.42,17.58
2021,12,APPOQUINIMINK SCHOOL DISTRICT,Appoquinimink School District,AMZN MKTP US*2R74M1G72,Book Stores,05/27/2021,10.99,89.01
2021,11,SUSSEX ACADEMY OF ARTSSCIENCE,Sussex Academy Of ArtsScience,STAPLS7330622957000001,Stationery-Office Supplies-Printing Writing Pap,05/13/2021,17.85,82.15
2019,11,DEPT OF AGRICULTURE,Agriculture Compliance,MILLIPORE *AMERICAS,Professional Services-Not Elsewhere Classified,05-08-2019,279.0,-179.0
2020,3,DEPT OF LABOR,Office Of The Secretary,CAN*CANONFINANCIAL CFS,Electronic Sales,09/17/2019,2500.0,-2400.0
2022,7,DEPT OF SAFETY AND HOMELAND,Patrol,WWP*TRI-COUNTY PEST,Exterminating And Disinfecting Services,01-11-2022,125.0,-25.0
2019,9,APPOQUINIMINK SCHOOL DISTRICT,Appoquinimink School District,AMERICAN AIR0012344189663,Airline,03/21/2019,449.6,-349.6
2019,10,DEPT OF STATE,Libraries,MEDICALSOCI,Associations-Civic Social And Fraternal,04/15/2019,20.0,80.0
2023,2,DEPT OF TRANSPORTATION,Maintenance Districts,DELAWARE ELECTRIC COOPER,Utlts-Elctrc Gas Heating Oil Sanitary Water,08-11-2022,4.91,95.09
2020,1,DEPT OF HEALTH AND SOCIAL SV,Child Support Services,USPS PO 0968200550,Postal Services-Government Only,06/28/2019,9.78,90.22
2019,3,DEPT OF CORRECTIONS,Food Services,STAPLES INC - VT,Stationery-Office Supplies-Printing Writing Pap,09/18/2018,29.46,70.53999999999999
2022,7,DEPT OF HEALTH AND SOCIAL SV,Hospital ft Chronically Ill,COMCAST,Cable Satellite Other Pay Television Radio Svcs,01/22/2022,71.95,28.049999999999997
2019,4,DEL TECH AND COMM COLLEGE,Owens Campus,STAPLS0169874487000001,Stationery-Office Supplies-Printing Writing Pap,10/25/2018,57.17,42.83
2022,9,DEPT OF NATRL RES AND ENV CONT,Parks and Recreation,LOWES #02258*,Home Supply Warehouse Stores,03-10-2022,-11.96,88.03999999999999
2019,4,JUDICIAL,Ofc Of St Court Administrator,HOTEL REHOBOTH INC,Lodging,10/16/2018,141.9,-41.900000000000006
2019,3,DEPT OF HEALTH AND SOCIAL SV,Management Services,COL PRKNG JSTCE CTR Q08,Automobile Parking Lots And Garages,09/13/2018,2.0,98.0
2022,3,DEPT OF NATRL RES AND ENV CONT,Parks and Recreation,THE HOME DEPOT #1605,Home Supply Warehouse Stores,09-05-2021,12.64,87.36
2021,9,DEPT OF CORRECTIONS,Facilities Maintenance,FASTENAL COMPANY 01DEDOV,Industrial Supplies Not Elsewhere Classified,03/17/2021,96.91,3.0900000000000034
2021,11,DEPT OF ELECTIONS,State Election Commissioner,MICROSOFT*STORE,Games,05/19/2021,345.98,-245.98000000000002
2020,4,DEPT OF AGRICULTURE,Forest Service,SUBWAY 00147645,Fast Food Restaurants,10-07-2019,18.36,81.64
2023,5,DEPT OF CORRECTIONS,Facilities Maintenance,GRAINGER,Industrial Supplies Not Elsewhere Classified,11-02-2022,70.72,29.28
2021,9,DEPT OF CORRECTIONS,Food Services,EMR INC.,Miscellaneous Repair Shops And Related Services,02-05-2021,2509.46,-2409.46
2019,11,JUDICIAL,Office of the Public Guardian,WALMART.COM 8009666546,Discount Stores,05/16/2019,12.5,87.5
2020,1,DEL TECH AND COMM COLLEGE,DTCC - Terry Campus,SP * 3DOODLEREDU,Computer Software Stores,07-12-2019,1420.0,-1320.0
2023,3,DEPT OF CORRECTIONS,Sussex Cty Community Correctio,PENN DEL LOCK,Business Services-Not Elsewhere Classified,09-07-2022,40.0,60.0
2020,12,DEPT OF TRANSPORTATION,Traffic,DKC*DIGI KEY CORP,Electrical Parts And Equipment,06/26/2020,195.91,-95.91
2019,6,SVS FR CHILDREN YOUTH FAMILIES,Secure Care,TC *STATIONERY HOUSE,Stationery-Office Supplies-Printing Writing Pap,12-04-2018,190.92,-90.91999999999999
2021,5,LEGAL,Department of Justice,DOJ Internal Transaction,Lodging,11-05-2020,524.23,-424.23
2021,12,DEPT OF TRANSPORTATION,Traffic,CITY-OF-NEWARK,Utlts-Elctrc Gas Heating Oil Sanitary Water,06/14/2021,86.96,13.040000000000006
2022,8,COLONIAL SCHOOL DISTRICT,Colonial School District,RESTAURANTSTORE.COM,Durable Goods Not Elsewhere Classified,02-07-2022,-443.41,-343.41
2023,5,DEPT OF TRANSPORTATION,Maintenance Districts,GRAINGER,Industrial Supplies Not Elsewhere Classified,11/23/2022,2388.8,-2288.8
2020,4,DEPT OF HEALTH AND SOCIAL SV,Social Services,KENT-SUSSEX INDUSTRIES IN,Organizations Charitable And Social Services,10-08-2019,114.88,-14.879999999999995
2020,9,DEPT OF TRANSPORTATION,Maintenance Districts,STAPLES INC - VT,Stationery-Office Supplies-Printing Writing Pap,03-11-2020,3.14,96.86
2019,7,DEPT OF NATRL RES AND ENV CONT,Parks and Recreation,THE HOME DEPOT #1604,Home Supply Warehouse Stores,12/28/2018,-139.9,-39.900000000000006
2022,4,APPOQUINIMINK SCHOOL DISTRICT,Appoquinimink School District,WM SUPERCENTER #3802,Grocery Stores Supermarkets,10/26/2021,88.09,11.909999999999997
2022,9,DEPT OF CORRECTIONS,DOC - Admin Info Technology,DMI* DELL K-12/GOVT,Computers Computer Peripheral Equipment Software,03-04-2022,10560.0,-10460.0
2021,2,DEPT OF CORRECTIONS,James T Vaughn Correctional C,MTM TECHNOLOGIES INC,Comp Programing Data Prcsng Intgrtd Sys Dsgn Srvs,08-06-2020,980.84,-880.84
2021,4,DEPT OF NATRL RES AND ENV CONT,Parks and Recreation,AMZN MKTP US*MK5DR7070,Book Stores,10-07-2020,6.48,93.52
2023,4,DEPT OF SAFETY AND HOMELAND,Administration,VERIZON*ONETIMEPAYMENT,Telecom Incl Prepaid-Recurring Phone Svcs,10/16/2022,2785.89,-2685.89
2019,8,LEGAL,Department of Justice,FRONTPOINT SECURITY,Equipment RentalLeasing Svs Furnture-Tool Rental,02-02-2019,49.99,50.01
2019,12,DEL TECH AND COMM COLLEGE,DTCC - Office of the President,INTERNATIONAL TRANSACTION,Internal Transaction,05/27/2019,1.66,98.34
2019,10,ACADEMIA ANTONIA ALONSO,Academia Antonia Alonso,INDEED,Direct Marketing-Other Direct Marketers-Not Elsew,04-01-2019,48.36,51.64
2020,5,DEPT OF TRANSPORTATION,Maintenance Districts,BARR INTERNATIONAL,Automotive Service Shops,11/14/2019,613.33,-513.33
2019,9,DEPT OF TRANSPORTATION,Maintenance Districts,FLEETPRIDE INC.,Automotive Parts Accessories Stores,03/18/2019,123.04,-23.040000000000006
2023,5,DEPT OF NATRL RES AND ENV CONT,Fish and Wildlife,WM SUPERCENTER #1741,Grocery Stores Supermarkets,10/27/2022,8.96,91.03999999999999
2019,7,JUDICIAL,JudSupreme Court,HTTP//WWW.GOGOAIR.COM,Computer Network-Information Services,12/29/2018,49.95,50.05
2022,3,DEL TECH AND COMM COLLEGE,Owens Campus,ROYAL FARMS #158,Service Stations With Or Without Ancillary Service,09/25/2021,5.18,94.82
2021,6,DEPT OF NATRL RES AND ENV CONT,Parks and Recreation,WB MASON,Stationery-Office Supplies-Printing Writing Pap,12-09-2020,27.8,72.2
